,score
92710,-4.0
92715,-3.0
92718,-2.0
92723,-3.0
92760,-1.0
92761,-6.0
92779,-4.0
92822,-3.0
92846,-1.0
92899,-3.0
92901,-2.0
92921,-3.0
92941,-3.0
92981,-2.0
92989,-1.0
93035,-2.0
93085,-4.0
93089,-1.0
93117,-7.0
93118,-1.0
93145,-2.0
93154,-7.0
93161,-3.0
93421,-1.0
93445,-1.0
93479,-1.0
93549,-1.0
93652,-6.0
93706,-2.0
93723,-1.0
93801,-1.0
93807,-2.0
93822,-2.0
93836,-2.0
93875,-2.0
93885,-4.0
94010,-2.0
94012,-1.0
94021,-1.0
94048,-1.0
94060,-1.0
94073,-5.0
94077,-2.0
94079,-4.0
94117,-3.0
94131,-3.0
94164,-2.0
94170,-5.0
94174,-2.0
94213,-5.0
94214,-3.0
94282,-1.0
94305,-2.0
94312,-2.0
94325,-3.0
94329,-2.0
94393,-5.0
94400,-2.0
94406,-4.0
94420,-1.0
94434,-4.0
94440,-1.0
94449,-4.0
94469,-3.0
94486,-1.0
94503,-6.0
94536,-2.0
94553,-2.0
94569,-4.0
94602,-3.0
94651,-2.0
94675,-2.0
94687,-1.0
94741,-2.0
94752,-3.0
94776,-4.0
94833,-3.0
94835,-3.0
94845,-2.0
94857,-1.0
94870,-3.0
94963,-3.0
94984,-2.0
95016,-4.0
95029,-4.0
95051,-2.0
95071,-2.0
95074,-1.0
95085,-3.0
95134,-5.0
95144,-6.0
95159,-1.0
95209,-2.0
95213,-2.0
95246,-1.0
95286,-1.0
95319,-2.0
95338,-4.0
95355,-1.0
95356,-1.0
95392,-5.0
95493,-5.0
95518,-2.0
95522,-1.0
95529,-4.0
95608,-4.0
95615,-1.0
95620,-2.0
95623,-2.0
95634,-1.0
95640,-3.0
95663,-4.0
95666,-1.0
95669,-3.0
95678,-3.0
95682,-2.0
95711,-1.0
95769,-2.0
95788,-2.0
95812,-5.0
95814,-8.0
95815,-2.0
95821,-5.0
95830,-4.0
95880,-1.0
95887,-5.0
95908,-2.0
95932,-1.0
95939,-2.0
95945,-1.0
96012,-2.0
96052,-2.0
96064,-6.0
96074,-2.0
96081,-3.0
96083,-8.0
96087,-2.0
96140,-3.0
96159,-5.0
96187,-1.0
96210,-3.0
96279,-2.0
96342,-3.0
96352,-1.0
96383,-1.0
96392,-2.0
96401,-2.0
96427,-1.0
96452,-2.0
96522,-1.0
96589,-1.0
96669,-2.0
96684,-1.0
96687,-4.0
96721,-5.0
96764,-3.0
96772,-2.0
96777,-1.0
96789,-1.0
96791,-3.0
96800,-7.0
96805,-2.0
96808,-4.0
96809,-2.0
96832,-4.0
96835,-6.0
96838,-2.0
96852,-3.0
96865,-1.0
96867,-5.0
96872,-4.0
96883,-4.0
96885,-2.0
96893,-2.0
96897,-5.0
96898,-1.0
96900,-2.0
96910,-6.0
96925,-2.0
96971,-2.0
96972,-4.0
96997,-1.0
97004,-3.0
97019,-1.0
97034,-1.0
97043,-4.0
97045,-2.0
97046,-2.0
97049,-1.0
97055,-5.0
97066,-2.0
97068,-1.0
97072,-2.0
97075,-1.0
97089,-5.0
97090,-1.0
97094,-1.0
97101,-2.0
97105,-2.0
97109,-3.0
97113,-2.0
97117,-2.0
97122,-5.0
97123,-1.0
97125,-1.0
97126,-8.0
97127,-2.0
97130,-2.0
97131,-4.0
97137,-4.0
97138,-5.0
97139,-3.0
97142,-3.0
97146,-1.0
97147,-2.0
97148,-3.0
97151,-5.0
97153,-1.0
97154,-1.0
97155,-3.0
97156,-2.0
97157,-2.0
97158,-6.0
97161,-4.0
97163,-3.0
97166,-2.0
97167,-6.0
97168,-2.0
97169,-4.0
97170,-3.0
97171,-2.0
97172,-1.0
97173,-4.0
97175,-7.0
97176,-4.0
97185,-1.0
97187,-4.0
97188,-2.0
97190,-1.0
97192,-4.0
97193,-5.0
97195,-8.0
97196,-6.0
97198,-2.0
97202,-2.0
97203,-4.0
97208,-4.0
97210,-2.0
97220,-2.0
97221,-4.0
