,score
49726,5.0
49737,3.0
49738,2.0
49739,6.0
49743,2.0
49744,4.0
49747,1.0
49760,3.0
49761,2.0
49764,2.0
49779,4.0
49780,4.0
49786,3.0
49798,3.0
49806,1.0
49833,1.0
49842,9.0
49849,3.0
49854,3.0
49863,4.0
49874,4.0
49885,1.0
49886,8.0
49888,7.0
49889,6.0
49894,4.0
49898,2.0
49903,4.0
49906,1.0
49919,4.0
49927,2.0
49943,4.0
49958,2.0
49977,2.0
49990,1.0
49997,3.0
50001,1.0
50005,2.0
50025,1.0
50031,4.0
50039,1.0
50052,1.0
50053,2.0
50063,1.0
50066,1.0
50068,1.0
50074,2.0
50076,1.0
50095,4.0
50104,4.0
50106,12.0
50115,2.0
50118,4.0
50123,2.0
50144,2.0
50149,1.0
50157,1.0
50172,3.0
50176,2.0
50179,2.0
50192,2.0
50193,3.0
50195,1.0
50201,1.0
50202,1.0
50206,1.0
50209,1.0
50213,2.0
50218,6.0
50225,5.0
50234,2.0
50244,1.0
50245,4.0
50267,2.0
50270,1.0
50278,3.0
50287,2.0
50302,5.0
50304,4.0
50316,2.0
50322,2.0
50355,5.0
50389,1.0
50391,3.0
50396,3.0
50453,3.0
50463,2.0
50473,3.0
50475,3.0
50487,4.0
50492,4.0
50494,1.0
50496,3.0
50497,1.0
50500,1.0
50509,5.0
50520,2.0
50522,2.0
50526,2.0
50555,3.0
50574,3.0
50575,3.0
50576,5.0
50583,1.0
50587,1.0
50589,2.0
50603,2.0
50622,2.0
50626,6.0
50627,1.0
50633,2.0
50642,1.0
50645,2.0
50647,5.0
50650,3.0
50653,1.0
50656,6.0
50657,2.0
50659,3.0
50663,3.0
50682,5.0
50697,3.0
50702,4.0
50743,7.0
50746,3.0
50764,2.0
50765,2.0
50768,3.0
50780,4.0
50782,1.0
50796,1.0
50800,2.0
50818,4.0
50819,5.0
50825,3.0
50830,2.0
50832,4.0
50833,2.0
50835,2.0
50840,2.0
50844,2.0
50852,3.0
50853,1.0
50858,4.0
50861,1.0
50863,11.0
50869,3.0
50876,2.0
50881,4.0
50885,2.0
50899,1.0
50912,2.0
50924,1.0
50929,3.0
50932,1.0
50946,4.0
50960,2.0
50962,2.0
50965,4.0
50986,1.0
50990,4.0
50991,5.0
51012,3.0
51022,1.0
51069,5.0
51094,1.0
51095,2.0
51134,2.0
51138,8.0
51159,4.0
51165,1.0
51167,3.0
51170,1.0
51171,1.0
51173,2.0
51179,3.0
51185,1.0
51187,2.0
51188,2.0
51190,1.0
51191,3.0
51203,1.0
51227,1.0
51228,1.0
51233,1.0
51234,2.0
51242,3.0
51247,1.0
51251,3.0
51252,2.0
51255,4.0
51264,6.0
51291,6.0
51308,2.0
51319,2.0
51320,2.0
51324,3.0
51340,1.0
51367,3.0
51370,2.0
51380,2.0
51394,1.0
51411,6.0
51415,2.0
51419,5.0
51446,6.0
51474,9.0
51475,1.0
51487,1.0
51494,2.0
51510,1.0
51528,4.0
51567,2.0
51573,7.0
51581,4.0
51583,3.0
51591,1.0
51601,3.0
51611,2.0
51619,4.0
51623,5.0
51635,1.0
51642,1.0
51655,4.0
51656,1.0
51678,1.0
51695,6.0
51714,1.0
51732,1.0
51741,8.0
51748,1.0
51757,5.0
51758,4.0
51761,1.0
51762,3.0
51767,3.0
51806,6.0
51808,1.0
51810,1.0
51826,2.0
51834,3.0
51845,1.0
51847,2.0
51863,1.0
51872,5.0
51888,3.0
51893,1.0
51906,4.0
51919,2.0
51931,5.0
51933,4.0
51968,3.0
51976,1.0
51978,2.0
51982,1.0
51983,4.0
51986,2.0
51990,3.0
51996,3.0
51999,2.0
52017,5.0
52034,1.0
52061,1.0
52066,2.0
52088,1.0
52092,1.0
52098,2.0
52107,2.0
52147,2.0
52173,3.0
52178,4.0
52182,4.0
52183,3.0
52260,4.0
52274,2.0
52281,3.0
52284,2.0
52302,3.0
52313,1.0
52314,1.0
52321,1.0
52366,7.0
52382,2.0
52383,2.0
52391,1.0
52408,2.0
52419,6.0
52449,2.0
52461,2.0
52500,3.0
52508,1.0
52511,1.0
52536,1.0
52540,2.0
52565,1.0
52566,1.0
52594,2.0
52607,2.0
52622,2.0
52633,1.0
52639,3.0
52646,2.0
52651,1.0
52656,1.0
52670,2.0
52672,2.0
52675,4.0
52713,1.0
52741,1.0
52749,5.0
52813,1.0
52825,1.0
52840,1.0
52876,2.0
52899,1.0
52938,2.0
52982,4.0
53094,3.0
53135,2.0
53143,1.0
53182,3.0
53363,1.0
53368,2.0
53422,1.0
53423,1.0
53449,3.0
53483,3.0
53485,3.0
53491,2.0
53528,3.0
53537,4.0
53671,2.0
53781,1.0
54092,4.0
54144,3.0
54145,2.0
54228,3.0
54594,1.0
54901,2.0
54949,1.0
55033,6.0
55133,8.0
55441,2.0
55446,1.0
55523,2.0
55573,1.0
55597,2.0
55691,1.0
55947,4.0
55957,4.0
55975,1.0
56280,1.0
56426,1.0
56439,4.0
56443,1.0
56446,1.0
56448,1.0
56455,1.0
56467,1.0
56481,4.0
56488,1.0
56489,14.0
56492,2.0
56528,4.0
56592,1.0
56664,1.0
56734,3.0
56801,2.0
56804,4.0
56866,3.0
56877,7.0
56882,1.0
56995,1.0
57020,1.0
57190,4.0
57193,2.0
57248,2.0
57318,2.0
57320,3.0
57360,2.0
57423,14.0
57424,14.0
57501,8.0
57550,4.0
57604,1.0
57609,6.0
57638,2.0
57693,2.0
57697,1.0
57704,1.0
57768,1.0
57778,3.0
57812,4.0
57819,2.0
58053,9.0
58084,2.0
58142,7.0
58146,1.0
58173,2.0
58356,2.0
58366,1.0
58430,4.0
58528,1.0
58552,3.0
58570,1.0
58574,2.0
58588,8.0
58602,1.0
58650,2.0
58741,1.0
58887,2.0
58924,2.0
58942,2.0
58972,6.0
59046,1.0
59148,2.0
59176,3.0
59257,3.0
59260,3.0
59272,1.0
59372,3.0
59377,7.0
59381,2.0
59460,2.0
59468,2.0
59502,8.0
59721,3.0
59873,1.0
59885,2.0
59896,2.0
59954,1.0
59989,2.0
60023,1.0
60122,2.0
60124,3.0
60186,1.0
60202,1.0
60206,4.0
60239,3.0
60240,4.0
60246,1.0
60287,2.0
60322,3.0
60351,2.0
60406,4.0
60419,1.0
60567,1.0
60618,1.0
60695,2.0
60713,2.0
60714,2.0
60716,2.0
60717,2.0
60727,2.0
60773,2.0
60775,2.0
60778,2.0
60779,2.0
60882,2.0
60907,1.0
60928,1.0
60953,1.0
60954,2.0
60955,1.0
60957,2.0
60962,1.0
60964,2.0
60966,1.0
60968,2.0
61013,1.0
61043,1.0
61053,1.0
61074,1.0
61085,4.0
61086,3.0
61144,1.0
61154,5.0
61168,1.0
61213,2.0
61215,2.0
61217,2.0
61227,2.0
61290,7.0
61294,2.0
61330,1.0
61336,1.0
61342,4.0
61430,2.0
61473,1.0
61475,1.0
61512,2.0
61556,4.0
61627,3.0
61631,3.0
61640,2.0
61652,2.0
61731,1.0
61736,5.0
61749,2.0
61845,2.0
61902,4.0
61954,4.0
61969,2.0
62043,3.0
62049,3.0
62055,2.0
62121,2.0
62123,2.0
62169,5.0
62174,1.0
62199,1.0
62211,1.0
62240,3.0
62276,7.0
62279,4.0
62305,2.0
62370,1.0
62410,5.0
62441,6.0
62467,3.0
62472,4.0
62512,4.0
62588,4.0
62640,4.0
62670,3.0
62825,1.0
62830,4.0
62831,2.0
62835,1.0
62901,1.0
62927,1.0
62950,1.0
63043,1.0
63094,2.0
63188,3.0
63200,1.0
63216,8.0
63218,1.0
63222,3.0
63227,2.0
63239,2.0
63242,2.0
63323,2.0
63358,3.0
63374,4.0
63380,3.0
63401,1.0
63496,2.0
63634,3.0
63704,2.0
63738,1.0
63752,4.0
63765,2.0
63792,2.0
63816,2.0
63857,2.0
63901,4.0
63983,2.0
63991,1.0
63998,6.0
64101,4.0
64107,2.0
64223,1.0
64373,1.0
64471,3.0
64523,2.0
64529,2.0
64542,2.0
64572,2.0
64614,3.0
64712,2.0
64728,1.0
64741,1.0
64750,6.0
64757,2.0
64878,2.0
64922,2.0
64968,2.0
65095,1.0
65106,2.0
65123,3.0
65185,2.0
65205,4.0
65309,3.0
65329,2.0
65357,4.0
65494,2.0
65589,2.0
66042,2.0
66101,1.0
66172,1.0
66202,2.0
66460,4.0
66462,7.0
66686,2.0
66788,4.0
66890,1.0
67127,1.0
67153,1.0
67163,2.0
67225,4.0
67339,4.0
67407,4.0
67431,1.0
67477,3.0
67487,4.0
67540,2.0
67551,3.0
67610,4.0
67611,1.0
67617,4.0
67650,6.0
67652,3.0
67667,2.0
67674,1.0
67682,1.0
67704,2.0
67725,3.0
67728,1.0
67838,4.0
67857,2.0
67870,4.0
67906,2.0
67934,3.0
67955,4.0
67997,2.0
68043,6.0
68053,1.0
68073,2.0
68096,1.0
68206,2.0
68209,3.0
68220,6.0
68273,3.0
68355,6.0
68529,1.0
68531,2.0
68562,1.0
68621,3.0
68657,1.0
68746,1.0
68763,4.0
68777,1.0
68932,1.0
68960,2.0
68992,4.0
69019,4.0
69170,5.0
69343,6.0
69369,2.0
69489,2.0
69570,7.0
69575,3.0
69584,2.0
69588,1.0
69605,4.0
69610,2.0
69622,2.0
69640,5.0
69744,5.0
69748,2.0
69815,1.0
69852,2.0
69895,2.0
69984,2.0
69991,5.0
70014,1.0
70030,4.0
70034,2.0
70213,3.0
70222,1.0
70261,2.0
70265,3.0
70430,2.0
70583,4.0
70584,2.0
70606,4.0
70784,6.0
70940,4.0
70951,1.0
71070,1.0
71124,2.0
71128,2.0
71293,2.0
71316,4.0
71444,2.0
71469,2.0
71511,2.0
71539,1.0
71575,3.0
71594,1.0
71626,2.0
71652,3.0
71674,4.0
71680,4.0
71719,3.0
71742,4.0
71764,2.0
71789,2.0
71800,2.0
71836,3.0
71846,3.0
71895,2.0
71924,3.0
72002,1.0
72025,2.0
72030,2.0
72036,4.0
72101,5.0
72108,6.0
72115,3.0
72130,4.0
72137,2.0
72152,2.0
72192,2.0
72235,3.0
72237,2.0
72256,2.0
72282,2.0
72294,1.0
72316,2.0
72332,2.0
72443,3.0
72462,2.0
72532,5.0
72577,6.0
72582,3.0
72598,3.0
72651,2.0
72668,2.0
72686,2.0
72713,4.0
73014,2.0
73160,2.0
73179,2.0
73230,3.0
73269,2.0
73274,3.0
73276,2.0
73321,1.0
73359,4.0
73435,2.0
73437,2.0
73500,2.0
73559,3.0
73675,1.0
73714,3.0
73717,6.0
73719,4.0
73721,2.0
73748,3.0
73749,4.0
73750,4.0
73756,3.0
73768,2.0
73769,4.0
73786,6.0
